行番号 	投稿時間 	投稿者 	メッセージ 	スパチャ
000001 	00:00:00		近藤亮		チャンネルはそのままで 	
000002 	00:00:00		天然ステルス		おつかれー 	
000003 	00:00:16		なにここ		おいたまー 	
000004 	00:00:17		いぶきんぐ		おかえり煮玉子 	
000005 	00:00:18		プラスワン		おいしい煮玉子 	
000006 	00:00:18		あい		おいしい煮玉子 	
000007 	00:00:19		Eトマトの囚人		おいしいにたまご 	
000008 	00:00:19		ねこくーる		きた 	
000009 	00:00:21		究極ド根性ダイコン		おいしい煮玉子 	
000010 	00:00:23		FFDD		おいしい煮玉子 	
000011 	00:00:23		御早和杯		おいしい煮玉子 	
000012 	00:00:24		らう らう		おいしい煮玉子 	
000013 	00:00:28		近藤亮		おいしい煮玉子 	
000014 	00:00:31		行方不明		おいしい煮玉子 	
000015 	00:00:31		ジャックoh!		おいしい煮玉子 	
000016 	00:00:32		mogu sugar		草 	
000017 	00:00:32		あい		かわいい 	
000018 	00:00:32		らう らう		kawaii 	
000019 	00:00:32		タケノコ男		おいしい煮玉子 	
000020 	00:00:40		sio3go		おいしい煮玉子 	
000021 	00:00:40		天然ステルス		おいしい煮玉子 	
000022 	00:00:41		zero kuma		おいしい煮玉子 	
000023 	00:00:41		biki koto		おいしい煮玉子 	
000024 	00:00:42		あ あ		おいしい煮玉子 	
000025 	00:00:42		空気		おいしい煮玉子 	
000026 	00:00:43		ぎゅー肉		おいしい煮玉子 	
000027 	00:00:44		kuyno egq		かわいい 	
000028 	00:00:47		じょーげん		おいしい煮玉子 	
000029 	00:00:50		しねちゅー		おいしい煮玉子 	
000030 	00:00:55		Eトマトの囚人		サクサク…？ 	
000031 	00:00:56		biki koto		なんとか歯車 	
000032 	00:00:56		はこ		おいしい煮玉子 	
000033 	00:00:56		mogu sugar		電話に出てるときの姉ちゃん 	
000034 	00:01:00		通行人A		おいしい煮玉子 	
000035 	00:01:02		あ あ		ロリ姉ちゃん？ 	
000036 	00:01:10		ニオ_		忘れたは草 	
000037 	00:01:10		ジャックoh!		よそ行き姉ちゃん 	
000038 	00:01:16		なにここ		電話中の姉ちゃん 	
000039 	00:01:18		究極ド根性ダイコン		ワンオク上がってる姉ちゃん 	
000040 	00:01:20		しねちゅー		かわいい 	
000041 	00:01:20		らう らう		うん 	
000042 	00:01:22		行方不明		かわいい 	
000043 	00:01:28		いぶきんぐ		じゃーん！ 	
000044 	00:01:28		ニオ_		簡単（ゴリ押し 	
000045 	00:01:35		らう らう		かわいい 	
000046 	00:01:43		Ryo Kamiya		かわいい 	
000047 	00:01:54		なにここ		スピードギアブースターきたな 	
000048 	00:01:54		HILO		こんにちは、この動画は初見です。声かわいいですね 	
000049 	00:02:16		究極ド根性ダイコン		どんどんいつもの姉ちゃんになってきた 	
000050 	00:02:40		タケノコ男		実家のような安心感 	
000051 	00:03:14		mori mori		酸じゃない？ 	
000052 	00:03:16		biggs		おいしい煮玉子 	
000053 	00:03:30		究極ド根性ダイコン		逆に氷が炎に効くかも 	
000054 	00:03:31		Kamanica		おいしい煮玉子 	
000055 	00:03:36		HILO		ナルシストだからツンドラは自己主張がはげしい 	
000056 	00:03:37		それ		ブタラバー 	
000057 	00:03:37		伯爵		ラバーマンの武器好き 	
000058 	00:03:38		はこ		ラバーメン！ 	
000059 	00:03:47		motiyomogi		おいしい煮玉子 	
000060 	00:03:58		mori mori		草 	
000061 	00:03:59		ぴねかっと		ぼよんぼよん 	
000062 	00:04:02		らう らう		ぽよんぽよん 	
000063 	00:04:03		HILO		たのしそう 	
000064 	00:04:03		biggs		そういうことする 	
000065 	00:04:04		キューだえもん		カービィのアレだ 	
000066 	00:04:07		タケノコ男		たのしそう 	
000067 	00:04:08		究極ド根性ダイコン		ﾎﾞﾖﾝﾎﾞﾖﾝﾎﾞﾖﾝ 	
000068 	00:04:11		はこ		SASUKEとかでありそう 	
000069 	00:04:23		HILO		なるほど、ジャンプ禁止 	
000070 	00:04:52		ぴねかっと		高いとこから乗ったら大ジャンプしそう 	
000071 	00:05:05		biggs		7で見たあれ 	
000072 	00:05:13		HILO		ジャンプのために地面を蹴った力が反発しないのか 	
000073 	00:05:21		しねちゅー		ジャンプ押しっぱはダメなの 	
000074 	00:05:25		びっぐぼす		ジャンプボタン押しっぱでいいよ 	
