行番号 	投稿時間 	投稿者 	メッセージ 	スパチャ
000001 	00:00:00		Redmix			￥100
000002 	00:00:15		JUNY		おいしい煮玉子 	
000003 	00:00:17		周恩来		おいしい煮玉子 	
000004 	00:00:18		あい		おいしい煮玉子 	
000005 	00:00:19		天然ステルス		おいしい煮玉子 	
000006 	00:00:22		なんたら		おいしい煮玉子 	
000007 	00:00:22		なにここ		美味しい煮玉子 	
000008 	00:00:23		biggs		おいしい煮玉子 	
000009 	00:00:26		タケノコ男		おいしい煮玉子 	
000010 	00:00:28		あい		かわいい 	
000011 	00:00:29		sio3go		おいしい煮玉子 	
000012 	00:00:29		Ami Saika		おいしい煮玉子 	
000013 	00:00:30		空気		おいしい煮玉子 	
000014 	00:00:34		JUNY		清楚ギアだヤッター！ 	
000015 	00:00:36		らう らう		またかわいい声！！！ 	
000016 	00:00:36		ねこくーる		こんにちは 	
000017 	00:00:37		Ami Saika		かわいい 	
000018 	00:00:41		むらさきあんこ		せいそ！ 	
000019 	00:00:42		マイフェイバリットトリビアン		かわいい 	
000020 	00:00:42		なにここ		清楚ギアで草 	
000021 	00:00:42		たんこぶ		かわいい 	
000022 	00:00:47		なんたら		かわいいかよ 	
000023 	00:00:48		プラスワン		おいたま〜 	
000024 	00:00:51		たんこぶ		清楚ギア 	
000025 	00:00:53		プラスワン		かわいい 	
000026 	00:00:53		biggs		じゃーん！！ 	
000027 	00:00:54		JUNY		じゃーん！ 	
000028 	00:00:56		ジャックoh!		清楚な煮玉子 	
000029 	00:00:59		motiyomogi		おいしい煮玉子 	
000030 	00:00:59		なにここ		じゃーん！ 	
000031 	00:00:59		周恩来		じゃーん！ 	
000032 	00:01:03		Redmix		かわいい 	
000033 	00:01:04		にけい		じゃーん！言って！ 	
000034 	00:01:20		うぇいのる		かわいい 	
000035 	00:01:20		JUNY		そうは言うても資材がないと作れまへんのや 	
000036 	00:01:21		周恩来		かわいい 	
000037 	00:01:21		あい		かわいい 	
000038 	00:01:22		biggs		かわいい 	
000039 	00:01:22		ジャックoh!		かわいい 	
000040 	00:01:23		_ Die		かわいい 	
000041 	00:01:24		ふーばー		かわいい 	
000042 	00:01:25		らう らう		かわいい！！！！！！ 	
000043 	00:01:25		にけい		かわいい 	
000044 	00:01:25		なにここ		かわいい 	
000045 	00:01:25		タケノコ男		かわいい 	
000046 	00:01:26		空気		じゃーん！かわいい 	
000047 	00:01:26		motiyomogi		かわいい 	
000048 	00:01:28		しねちゅー		かわいいじゃーん 	
000049 	00:01:29		あ あ		おいしい煮玉子 かわいい 	
000050 	00:01:30		ねこくーる		じゃーん！ 	
000051 	00:01:35		たんこぶ			￥100
000052 	00:01:36		周恩来			￥100
000053 	00:01:36		なにここ		からのおうた 	
000054 	00:01:43		にけい			￥100
000055 	00:01:49		ふーばー		からの平常運転 	
000056 	00:01:52		らう らう			￥100
000057 	00:02:04		ジャックoh!			￥100
000058 	00:02:16		Ami Saika			￥100
000059 	00:02:17		SyG TTT		草 	
000060 	00:02:30		ニオ_		怯え声かわいい 	
000061 	00:02:32		味付けタマゴ		ぽくて炒めとまんだください 	
000062 	00:02:55		JUNY		爆破マンか 	
000063 	00:03:14		biggs		そういうことする 	
000064 	00:03:20		なんたら		ｽｲｰ 	
000065 	00:03:25		Ami Saika		ていうかやっぱここも火属性なのね 	
000066 	00:03:43		らう らう		こいつワイリーに洗脳されてからブラストマンタウンつくったんか 	
000067 	00:03:49		究極ド根性ダイコン		火というか爆発？ 	
000068 	00:03:53		りーだむ		こんにちわ 	
000069 	00:05:13		ねこくーる		火より爆発の方が難しそう 	
000070 	00:05:15		ブロア		おいしい煮玉子 	
000071 	00:05:31		佐藤太郎		爆発がおおいな 	
000072 	00:05:43		なんたら		特に意味はない爆破 	
000073 	00:06:00		あい		かわいい 	
000074 	00:06:04		ふーばー		かわいい 	
000075 	00:06:06		らう らう		もぞもぞ 	
000076 	00:06:06		たんこぶ		かわいい 	
000077 	00:06:12		周恩来		かわいい 	
000078 	00:06:13		SyG TTT		スピードギア自分が速くなるっつうか周りの時間経過が遅くなるのか 	
000079 	00:06:39		なんたら		アメリカンクラッカーかよ 	
000080 	00:06:40		ぴねかっと		はやい 	
000081 	00:07:00		究極ド根性ダイコン		ボール撒こうぜ！ 	
000082 	00:07:04		biggs		欠陥アトラクションでは・・・？ 	
000083 	00:08:07		SyG TTT		めっちゃ喰らってるｗｗ 	
000084 	00:08:11		タケノコ男		姉ちゃん... 	
000085 	00:08:24		biggs		姉ちゃん･･･? 	
000086 	00:08:25		あい		全て受け止めてる 	
000087 	00:08:27		ねこくーる		一体の方が苦戦してる… 	
000088 	00:08:29		ブロア		１体になってから強くなるボスだな！ 	
000089 	00:08:30		八木谷		やったね 	
000090 	00:08:31		catblepas		姉ちゃんに攻撃を回避を同時に求めてはいけない……。 	
000091 	00:08:35		biggs		余裕だったね･･･? 	
000092 	00:08:35		JUNY		強敵だった… 	
000093 	00:08:37		あい		かわいい 	
000094 	00:08:37		Ami Saika		使いすぎw 	
000095 	00:08:38		なんたら		かわいい！ 	
000096 	00:08:40		らう らう		かわいい。 	
